,Keyword,Top Ranked URL,Rank,Rank Change,Search Volume,Ranking Difficulty,Broad Cost Per Click,Phrase Cost Per Click,Exact Cost Per Click,SEO Clicks,SEO Clicks Change,Total Monthly Clicks,Mobile Search Percent,Desktop Search Percent,Searches Not Clicked Percent,Paid Clicks Percent,Organic Clicks Percent,Broad Monthly Cost,Phrase Monthly Cost,Exact Monthly Cost,Ads,Number of Ranking Homepages
60542,where can i rent furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,47,10.0,570.0,51,2.27,2.59,2.37,2,0.0,210.0,,,,,,111.3,71.7,12.6,9,42
52883,where can i rent furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,47,10.0,570.0,51,2.27,2.59,2.37,2,0.0,210.0,,,,,,111.3,71.7,12.6,9,42
139406,rent to own homes in orlando florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,43,7.0,155.0,66,1.13,1.22,1.19,1,0.0,135.0,,,,,,110.7,14.4,14.4,19,6
15672,can i rent my house out,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,6,3.0,180.0,46,5.3,1.3,5.81,5,1.0,105.0,,,,,,110.1,0.38,8.7,6,1
321796,homes to rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,16,-5.0,44.0,53,0.64,0.45,0.66,0,-1.0,34.0,,,,,,108.9,3.3,0.6,16,14
400191,homes to rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,16,-5.0,44.0,53,0.64,0.45,0.66,0,-1.0,34.0,,,,,,108.9,3.3,0.6,16,14
6049,how can i rent my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,1.0,125.0,65,3.99,6.61,6.74,10,3.0,80.0,,,,,,108.3,75.0,48.0,17,17
109330,house for rent to buy,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,14,-5.0,44.0,58,0.75,0.89,0.79,1,0.0,20.0,,,,,,108.0,6.0,3.6,24,18
441348,renting property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,71,-16.0,135.0,98,0.86,0.94,0.89,0,0.0,65.0,0.514377162629758,0.48562283737024203,0.529411764705882,,,107.7,44.7,3.0,1,15
382481,renting property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,71,-16.0,135.0,98,0.86,0.94,0.89,0,0.0,65.0,0.514377162629758,0.48562283737024203,0.529411764705882,,,107.7,44.7,3.0,1,15
471788,rent to own homes texas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,26,1.0,44.0,34,1.04,1.0,1.03,0,0.0,32.0,,,,,,106.5,3.6,5.1,4,4
114396,find rental property,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,22,0.0,90.0,81,0.52,1.83,0.5,1,0.0,70.0,,,,,,104.4,0.94,0.6,4,27
7529,rent to own townhomes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,5.0,320.0,41,0.99,1.01,1.07,9,4.0,230.0,0.7312847222222221,0.26871527777777804,0.29166666666666696,,,103.5,60.9,45.6,6,14
139305,rent to own california,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,39,-13.0,180.0,44,0.72,0.67,0.7,1,0.0,70.0,,,,,,103.5,10.2,6.9,3,5
194956,lease rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,11,-1.0,6.0,95,11.0,2.25,2.21,0,0.0,,,,,,,103.07,9.1,19.93,12,6
381071,lease rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,11,-1.0,6.0,95,11.0,2.25,2.21,0,0.0,,,,,,,103.07,9.1,19.93,12,6
58164,rental value estimator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,8,0.0,90.0,28,3.25,,3.25,2,0.0,0.0,,,,,,102.88,,102.88,0,3
61739,rental value estimator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,8,0.0,90.0,28,3.25,,3.25,2,0.0,0.0,,,,,,102.88,,102.88,0,3
11275,estimate rental value,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,7,-1.0,270.0,29,1.35,9.25,9.76,7,-1.0,230.0,0.32708884688090695,0.672911153119093,0.152173913043478,0.128205124917817,0.871794849441158,101.7,1.71,13.47,6,2
8086,brentwood real estate agents,https://www.homelight.com/austin-tx/brentwood/top-real-estate-agents,11,35.0,480.0,35,6.85,6.14,6.15,8,6.0,460.0,0.0700000000000001,0.93,0.0571428571428571,0.0,0.9999999696969709,101.7,11.4,8.1,7,14
28745,house rent by owner,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,21,4.0,320.0,77,0.99,,0.99,3,1.0,250.0,0.266786389413989,0.733213610586011,0.21739130434782603,,,100.63,,,2,6
464111,rent home furnishings,https://www.homelight.com/blog/furniture-rental-for-staging/,47,-6.0,28.0,93,2.19,,2.19,0,0.0,0.0,,,,,,100.51,,100.51,3,46
139820,rented house,https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,27,-6.0,90.0,97,0.98,0.97,0.7,1,0.0,42.0,,,,,,99.6,11.7,3.3,1,9
157934,how to find good rental properties,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,13,0.0,90.0,38,3.16,5.47,4.89,1,0.0,90.0,,,,,,99.38,1.32,5.54,1,2
463997,rent to own homes greenville sc,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,79,-20.0,90.0,38,1.56,1.42,1.45,0,0.0,70.0,0.7965625,0.2034375,0.21875,0.1599999936,0.8399999664000011,98.7,82.5,90.3,8,23
480271,rent home furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,43,-31.0,90.0,56,1.93,2.56,2.55,0,-1.0,80.0,,,,,,98.7,35.1,28.2,4,49
476832,rent to own homes greenville sc,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,79,-20.0,90.0,38,1.56,1.42,1.45,0,0.0,70.0,0.7965625,0.2034375,0.21875,0.1599999936,0.8399999664000011,98.7,82.5,90.3,8,23
11917,how to sell a rental property,https://www.homelight.com/blog/selling-a-rental-property/,1,1.0,44.0,30,1.71,4.8,7.98,7,3.0,44.0,,,,,,98.4,0.2,1.3,8,0
42789,renting a property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,2.0,44.0,67,0.81,0.99,1.81,2,0.0,32.0,,,,,,98.1,0.01,0.0,5,9
432,rental places near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,55,13.0,15100.0,75,0.71,0.72,0.73,50,10.0,5700.0,0.7465691719669141,0.253430828033085,0.620218579234973,0.172661869261425,0.82733812354433,97.2,70.2,67.2,2,14
156509,rent to,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,24,17.0,135.0,70,0.87,0.82,1.37,1,0.0,38.0,,,,,,96.9,13.2,0.0,3,17
463460,rent to own dallas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,38,-2.0,90.0,32,0.83,0.92,0.96,0,0.0,80.0,,,,,,96.3,20.4,9.3,6,8
34345,homes rent to own by owner,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,10,2.0,190.0,54,0.83,1.55,0.79,3,0.0,125.0,,,,,,96.3,5.51,0.0,20,13
22763,how to invest in rental property,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,12,1.0,270.0,51,5.89,5.97,5.92,4,0.0,170.0,0.5695544664736021,0.4304455335263979,0.358208955223881,0.046511626825311,0.953488349918876,95.7,53.4,48.6,11,4
20041,i want to rent a house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,5.0,44.0,54,0.68,0.61,0.7,4,3.0,44.0,,,,,,95.4,11.1,4.8,10,4
322798,rental property agents,https://www.homelight.com/blog/investor-friendly-realtors/,13,2.0,9.0,67,1.39,1.33,5.79,0,0.0,,,,,,,94.2,0.0,22.43,0,53
11144,cheap rent to own homes near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,11,0.0,420.0,39,1.14,,1.14,7,0.0,400.0,0.584464099895942,0.415535900104058,0.0645161290322581,0.482758604042807,0.517241361474436,93.69,,,13,8
22034,rental value of home,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,6,-1.0,135.0,47,1.1,3.95,4.29,4,-1.0,125.0,,,,,,93.6,8.85,11.6,4,5
147406,houses rent to buy,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,9,3.0,44.0,58,0.9,0.91,0.95,1,0.0,22.0,,,,,,93.6,24.9,24.9,12,18
322439,rent to own homes in ohio,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,26,-6.0,44.0,40,1.02,1.06,1.01,0,0.0,34.0,0.75288370675202,0.24711629324798004,0.222222222222222,0.19047618745275896,0.8095237966742259,93.6,41.7,68.1,13,11
185184,getrenttoown,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,83,-8.0,135.0,22,0.96,,0.96,0,0.0,135.0,0.5541551610782379,0.445844838921762,0.102564102564103,0.371428560816327,0.628571410612245,93.27,,93.27,5,5
468985,getrenttoown,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,83,-8.0,135.0,22,0.96,,0.96,0,0.0,135.0,0.5541551610782379,0.445844838921762,0.102564102564103,0.371428560816327,0.628571410612245,93.27,,93.27,5,5
319304,own to rent homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,11,0.0,28.0,83,0.73,1.4,1.38,0,0.0,0.0,,,,,,93.0,18.0,10.2,26,8
292110,own to rent homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,11,0.0,28.0,83,0.73,1.4,1.38,0,0.0,0.0,,,,,,93.0,18.0,10.2,26,8
46627,rent to own homes mn,https://www.homelight.com/blog/buyer-does-rent-to-own-homes-build-credit/,42,37.0,440.0,30,1.1,1.28,1.31,2,1.0,360.0,,,,,,93.0,15.0,10.5,7,11
128246,rent to own lease agreement,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,18,3.0,90.0,93,1.79,1.86,1.86,1,0.0,70.0,0.36200000000000004,0.638,0.2,0.156249997558594,0.843749986816406,92.7,91.2,75.0,13,0
100732,investing in rentals,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,9,0.0,55.0,34,5.92,5.91,8.37,1,0.0,55.0,,,,,,92.4,80.4,3.6,4,2
144444,investing in rentals,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,9,0.0,55.0,34,5.92,5.91,8.37,1,0.0,55.0,,,,,,92.4,80.4,3.6,4,2
136789,rent to own homes in atlanta,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,43,-4.0,135.0,26,1.34,1.39,1.39,1,0.0,105.0,0.36200000000000004,0.638,0.2,0.305555547067902,0.6944444251543221,92.1,80.4,38.7,15,14
104489,rent to own homes in atlanta,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,43,-4.0,135.0,26,1.34,1.39,1.39,1,0.0,105.0,0.36200000000000004,0.638,0.2,0.305555547067902,0.6944444251543221,92.1,80.4,38.7,15,14
34243,rental property investing,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,38,-20.0,570.0,52,8.19,16.09,6.98,3,-3.0,400.0,0.26362261669954,0.73637738330046,0.307692307692308,0.07407407133058999,0.925925891632374,91.8,0.69,19.03,10,9
25817,rental property investing,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,38,-20.0,570.0,52,8.19,16.09,6.98,3,-3.0,400.0,0.26362261669954,0.73637738330046,0.307692307692308,0.07407407133058999,0.925925891632374,91.8,0.69,19.03,10,9
146967,rent to own homes in oregon,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,38,-3.0,135.0,33,0.98,1.0,1.0,1,0.0,115.0,0.8274820415879021,0.17251795841209802,0.156521739130435,0.28865979083855897,0.7113401988521629,91.5,111.9,99.6,7,10
157630,rent to own homes in oregon,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,38,-3.0,135.0,33,0.98,1.0,1.0,1,0.0,115.0,0.8274820415879021,0.17251795841209802,0.156521739130435,0.28865979083855897,0.7113401988521629,91.5,111.9,99.6,7,10
5777,i want to rent my house out,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,220.0,41,3.38,3.35,4.22,12,0.0,125.0,,,,,,91.2,31.2,45.6,5,1
61634,furniture rental for home staging,https://www.homelight.com/blog/furniture-rental-for-staging/,5,0.0,44.0,16,3.23,3.05,3.21,2,0.0,30.0,,,,,,90.9,12.0,9.9,10,14
59166,furniture rental for home staging,https://www.homelight.com/blog/furniture-rental-for-staging/,5,0.0,44.0,16,3.23,3.05,3.21,2,0.0,30.0,,,,,,90.9,12.0,9.9,10,14
135908,rent to own homes colorado springs,https://www.homelight.com/blog/buyer-rent-to-own-home-contract/,24,3.0,90.0,24,1.18,1.22,1.18,1,0.0,75.0,0.664222222222222,0.335777777777778,0.155555555555556,0.144736840200831,0.8552631466412741,90.6,120.9,96.0,10,13
8419,how do i rent out my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,135.0,42,1.13,0.57,15.4,8,0.0,100.0,,,,,,90.6,3.9,0.0,12,1
58885,rent to own property listings,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,4.0,80.0,45,1.0,0.96,1.07,2,1.0,80.0,,,,,,89.1,2.1,2.1,8,9
45057,rent to own property listings,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,4.0,80.0,45,1.0,0.96,1.07,2,1.0,80.0,,,,,,89.1,2.1,2.1,8,9
349540,rental home agencies near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,74,-24.0,100.0,75,3.02,,3.02,0,0.0,40.0,,,,,,89.06,,89.06,1,72
99193,rent to own homes in las vegas,https://www.homelight.com/blog/buyer-does-rent-to-own-homes-build-credit/,74,-4.0,460.0,33,1.04,1.05,1.06,1,0.0,320.0,0.863388429752066,0.13661157024793402,0.272727272727273,0.37499998437500104,0.624999973958334,88.8,66.9,60.9,5,12
114306,rent to own programs in ohio,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,25,2.0,110.0,34,2.61,,2.61,1,0.0,70.0,,,,,,88.65,,88.65,3,14
269821,rent to own homes in md,https://www.homelight.com/blog/buyer-rent-to-own-homes-pros-and-cons/,88,-34.0,90.0,31,1.19,1.16,1.22,0,0.0,70.0,0.5418336483931949,0.458166351606805,0.20652173913043498,0.342465748733346,0.657534237568024,88.2,61.8,83.1,10,8
468685,rent to own homes in md,https://www.homelight.com/blog/buyer-rent-to-own-homes-pros-and-cons/,88,-34.0,90.0,31,1.19,1.16,1.22,0,0.0,70.0,0.5418336483931949,0.458166351606805,0.20652173913043498,0.342465748733346,0.657534237568024,88.2,61.8,83.1,10,8
163509,rent to own condo,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,36,-8.0,180.0,20,0.79,0.82,0.82,1,0.0,115.0,0.533558171118153,0.46644182888184704,0.340425531914894,0.16129031737773197,0.838709650364205,87.9,9.6,5.4,3,4
496548,buying a vacation rental property,https://www.homelight.com/blog/buyer-getting-into-real-estate/,93,-3.0,44.0,25,2.7,2.69,2.58,0,0.0,44.0,,,,,,87.6,69.3,61.8,14,2
429989,housing rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,18,-8.0,30.0,58,1.17,1.18,1.21,0,-1.0,,,,,,,86.7,96.0,56.4,7,7
21359,rent to own homes program,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,19,-16.0,420.0,87,2.83,,2.83,4,-20.0,165.0,0.17355555555555602,0.826444444444444,0.6,,,86.13,,,16,12
473645,rental investment properties for sale,https://www.homelight.com/blog/should-i-sell-my-rental-property/,86,-47.0,10.0,31,7.23,7.48,7.54,0,0.0,,,,,,,86.1,58.2,49.5,10,5
114389,rent to own homes in oklahoma city,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,31,9.0,250.0,35,1.13,1.15,1.18,1,0.0,180.0,,,,,,86.1,82.2,82.8,6,12
145541,rent to own homes in oklahoma city,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,31,9.0,250.0,35,1.13,1.15,1.18,1,0.0,180.0,,,,,,86.1,82.2,82.8,6,12
401228,rent real estate,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,57,15.0,44.0,97,0.7,0.5,0.49,0,0.0,7.0,,,,,,85.8,0.6,0.6,1,22
44244,renting out a house with a mortgage,https://www.homelight.com/blog/buyer-how-to-buy-a-second-home-and-rent-the-first/,14,0.0,180.0,36,8.99,,8.99,2,0.0,180.0,0.7390962099125359,0.260903790087464,0.408163265306122,0.0689655148632581,0.9310344506539839,85.63,,85.63,0,0
487142,buy and rent houses,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,52,-30.0,44.0,62,0.62,,2.86,0,0.0,38.0,,,,,,85.5,,0.0,5,6
498277,buy and rent houses,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,52,-30.0,44.0,62,0.62,,2.86,0,0.0,38.0,,,,,,85.5,,0.0,5,6
127861,rental homes near me now,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,19,30.0,125.0,75,0.72,,0.72,1,1.0,125.0,,,,,,85.0,,85.0,1,21
59386,rent space on a moving truck,https://www.homelight.com/blog/best-way-to-move/,31,13.0,320.0,24,4.28,4.88,4.53,2,1.0,220.0,0.42625,0.57375,0.33333333333333304,,,84.9,15.0,10.8,16,3
59984,rent to furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,54,-28.0,440.0,61,2.3,3.04,3.39,2,-1.0,220.0,,,,,,84.9,3.6,1.8,4,26
30498,find a rental,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,18,-2.0,320.0,87,1.02,1.14,1.12,3,-1.0,230.0,0.25542274052478103,0.7445772594752191,0.26530612244898005,0.19444443904321,0.805555533179013,84.6,1.5,0.9,6,37
29774,find a rental,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,18,-2.0,320.0,87,1.02,1.14,1.12,3,-1.0,230.0,0.25542274052478103,0.7445772594752191,0.26530612244898005,0.19444443904321,0.805555533179013,84.6,1.5,0.9,6,37
22461,legit rent to own homes,https://www.homelight.com/blog/buyer-are-rent-to-own-homes-real/,2,7.0,44.0,47,2.25,,2.25,4,3.0,44.0,0.8979513888888891,0.10204861111111099,0.4166666666666671,,,84.41,,84.41,3,8
53698,find house for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,17,30.0,180.0,55,1.91,1.15,1.17,2,1.0,135.0,0.4542975206611571,0.545702479338843,0.24242424242424201,0.1199999952,0.879999964800001,84.4,1.77,1.85,2,21
25755,list of rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,8,2.0,125.0,26,1.39,1.37,1.37,3,1.0,80.0,,,,,,84.3,63.0,54.9,10,9
34501,list of rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,8,2.0,125.0,26,1.39,1.37,1.37,3,1.0,80.0,,,,,,84.3,63.0,54.9,10,9
170881,brentwood townhomes for sale,https://www.homelight.com/brentwood-tn/homes-for-sale/townhomes,19,-5.0,90.0,22,1.22,,1.22,1,0.0,60.0,,,,,,84.0,,,1,10
144362,how do i rent my home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,-1.0,12.0,49,2.07,2.94,4.45,1,-1.0,12.0,,,,,,83.1,15.3,21.3,13,2
146986,how to find renters,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,72,-28.0,270.0,49,3.39,,3.39,1,0.0,160.0,,,,,,82.37,,82.37,3,3
131574,how to find renters,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,72,-28.0,270.0,49,3.39,,3.39,1,0.0,160.0,,,,,,82.37,,82.37,3,3
429812,credit rent boost reviews,https://www.homelight.com/blog/buyer-does-rent-to-own-homes-build-credit/,74,22.0,70.0,58,3.77,,3.77,0,0.0,55.0,,,,,,82.24,,82.24,0,9
55742,rental furniture for staging,https://www.homelight.com/blog/furniture-rental-for-staging/,5,-1.0,44.0,63,2.75,2.18,2.42,2,0.0,30.0,,,,,,81.9,51.0,54.3,13,16
92950,rent to own apartment,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,16,-1.0,110.0,50,0.84,1.02,0.64,1,0.0,100.0,,,,,,81.9,6.9,3.0,6,5
43986,rental furniture for staging,https://www.homelight.com/blog/furniture-rental-for-staging/,5,-1.0,44.0,63,2.75,2.18,2.42,2,0.0,30.0,,,,,,81.9,51.0,54.3,13,16
5549,renting furniture for staging,https://www.homelight.com/blog/furniture-rental-for-staging/,3,0.0,220.0,88,2.12,2.64,2.42,12,0.0,150.0,,,,,,81.6,20.7,19.2,12,25
5887,rent to own home programs,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,3,3.0,180.0,32,2.83,,2.83,10,5.0,180.0,0.652644628099174,0.34735537190082605,0.136363636363636,0.210526310249308,0.7894736634349041,81.47,,81.47,19,8
34743,rent to own homes in columbus ohio,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,51,-2.0,840.0,41,1.17,1.2,1.19,3,0.0,630.0,0.7093340270551509,0.29066597294484897,0.241935483870968,0.127659571751924,0.872340406971481,80.7,75.9,62.7,10,10
477804,show me houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,20,1.0,16.0,27,0.76,,0.76,0,0.0,,,,,,,80.52,,80.52,0,14
431916,renters rights ca,https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,45,-3.0,44.0,42,1.02,3.15,1.19,0,0.0,28.0,0.598,0.402,0.36363636363636404,0.0857142832653062,0.914285688163266,80.4,4.16,0.0,3,6
478738,renters rights ca,https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,45,-3.0,44.0,42,1.02,3.15,1.19,0,0.0,28.0,0.598,0.402,0.36363636363636404,0.0857142832653062,0.914285688163266,80.4,4.16,0.0,3,6
63026,looking for house to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,9,2.0,90.0,49,0.72,0.89,0.8,2,1.0,80.0,,,,,,79.8,9.6,7.2,18,18
162198,rent agent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,11,39.0,55.0,84,1.09,1.08,2.09,1,1.0,12.0,,,,,,79.2,128.7,4.8,1,40
159766,rent agent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,11,39.0,55.0,84,1.09,1.08,2.09,1,1.0,12.0,,,,,,79.2,128.7,4.8,1,40
165797,rent to own homes in cleveland ohio,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,62,-24.0,220.0,39,1.61,1.68,1.67,1,0.0,210.0,,,,,,78.6,63.9,85.5,7,13
148637,best property rental sites,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,64,-28.0,420.0,47,2.84,,2.84,1,-1.0,135.0,0.905067637877211,0.0949323621227888,0.67741935483871,,,78.04,,78.04,1,17
156333,best property rental sites,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,64,-28.0,420.0,47,2.84,,2.84,1,-1.0,135.0,0.905067637877211,0.0949323621227888,0.67741935483871,,,78.04,,78.04,1,17
132981,rental property investments,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,15,-2.0,90.0,98,8.57,8.12,11.12,1,0.0,40.0,,,,,,77.7,59.7,4.8,10,17
68238,rental property investments,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,15,-2.0,90.0,98,8.57,8.12,11.12,1,0.0,40.0,,,,,,77.7,59.7,4.8,10,17
156467,chicago rental agencies,https://www.homelight.com/chicago-il/top-real-estate-agents,82,-1.0,220.0,64,7.09,,7.09,1,0.0,220.0,,,,,,77.67,,77.67,1,70
